Accession	Description	Gene Symbol	Corrected Abundance ratio (1.53)	Log2 Corrected Abundance Ratio	Abundance Ratio Adj. P-Value: (127. T3 Tc WT) / (126. T0 WT)	LOG10 Adj.P-val
P0A6P1	Elongation factor Ts OS=Escherichia coli (strain K12) OX=83333 GN=tsf PE=1 SV=2	tsf	0.854901961	-0.226169112	0.003812592	2.418779618
P00448	Superoxide dismutase [Mn] OS=Escherichia coli (strain K12) OX=83333 GN=sodA PE=1 SV=2	sodA	0.85620915	-0.223964841	0.423043327	0.373615151
P67095	Phosphodiesterase YfcE OS=Escherichia coli (strain K12) OX=83333 GN=yfcE PE=1 SV=1	yfcE	0.856862745	-0.222863967	1	0
P76536	Probable deferrochelatase/peroxidase YfeX OS=Escherichia coli (strain K12) OX=83333 GN=yfeX PE=1 SV=2	yfeX	0.85751634	-0.221763933	1	0
P0AAT6	Ribosomal silencing factor RsfS OS=Escherichia coli (strain K12) OX=83333 GN=rsfS PE=1 SV=1	"rsfS; ybeB"	0.85751634	-0.221763933	1	0
P0ACA3	Stringent starvation protein A OS=Escherichia coli (strain K12) OX=83333 GN=sspA PE=1 SV=2	sspA	0.858169935	-0.220664737	1	0
P23836	Transcriptional regulatory protein PhoP OS=Escherichia coli (strain K12) OX=83333 GN=phoP PE=1 SV=1	phoP	0.858823529	-0.219566377	0.033507706	1.474855298
P0A6M2	Disulfide bond formation protein B OS=Escherichia coli (strain K12) OX=83333 GN=dsbB PE=1 SV=1	dsbB	0.858823529	-0.219566377	0.110040706	0.958446633
P0AE14	Protein AmpE OS=Escherichia coli (strain K12) OX=83333 GN=ampE PE=1 SV=1	ampE	#VALEUR!	#VALEUR!		#VALEUR!
P0AF12	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Escherichia coli (strain K12) OX=83333 GN=mtnN PE=1 SV=1	mtn	0.859477124	-0.218468853	1	0
P37340	Multidrug resistance protein MdtK OS=Escherichia coli (strain K12) OX=83333 GN=mdtK PE=1 SV=2	mdtK	0.859477124	-0.218468853		#VALEUR!
P23873	Antitoxin HipB OS=Escherichia coli (strain K12) OX=83333 GN=hipB PE=1 SV=1	hipB	#VALEUR!	#VALEUR!		#VALEUR!
P0AE18	Methionine aminopeptidase OS=Escherichia coli (strain K12) OX=83333 GN=map PE=1 SV=1	map	0.860130719	-0.217372164	1	0
P0AD21	Uncharacterized protein YejG OS=Escherichia coli (strain K12) OX=83333 GN=yejG PE=1 SV=1	yejG	#VALEUR!	#VALEUR!		#VALEUR!
Q46948	Protein/nucleic acid deglycase 3 OS=Escherichia coli (strain K12) OX=83333 GN=yajL PE=1 SV=2	yajL	0.860130719	-0.217372164	1	0
P0AF52	Guanine/hypoxanthine permease GhxP OS=Escherichia coli (strain K12) OX=83333 GN=ghxP PE=1 SV=1	"yjcD; ghxP"	0.860130719	-0.217372164	1	0
P0A7J3	50S ribosomal protein L10 OS=Escherichia coli (strain K12) OX=83333 GN=rplJ PE=1 SV=2	rplJ	0.860784314	-0.216276307	0.081918901	1.086615883
P63386	Probable phospholipid import ATP-binding protein MlaF OS=Escherichia coli (strain K12) OX=83333 GN=mlaF PE=1 SV=1	mlaF	0.860784314	-0.216276307	0.914555834	0.038789776
P0A7R5	30S ribosomal protein S10 OS=Escherichia coli (strain K12) OX=83333 GN=rpsJ PE=1 SV=1	rpsJ	0.861437908	-0.215181283	1	0
P62617	2-C-methyl-D-erythritol 2.4-cyclodiphosphate synthase OS=Escherichia coli (strain K12) OX=83333 GN=ispF PE=1 SV=1	ispF	0.861437908	-0.215181283	1	0
P0A9X4	Rod shape-determining protein MreB OS=Escherichia coli (strain K12) OX=83333 GN=mreB PE=1 SV=1	"APT61_RS02405; mreB; GLAD_RS13170; ENT638_RS18990"	0.864052288	-0.210809476	1	0
P0A7Q1	50S ribosomal protein L35 OS=Escherichia coli (strain K12) OX=83333 GN=rpmI PE=1 SV=2	"APT61_RS13030; rpmI; GLAD_RS02275; AB182_RS10255"	#VALEUR!	#VALEUR!		#VALEUR!
P0A8A8	Ribosome maturation factor RimP OS=Escherichia coli (strain K12) OX=83333 GN=rimP PE=1 SV=2	rimP	0.864052288	-0.210809476	1	0
P0AF67	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE OS=Escherichia coli (strain K12) OX=83333 GN=tsaE PE=1 SV=1	"tsaE; yjeE"	0.864705882	-0.209718591	1	0
P67338	UPF0181 protein YoaH OS=Escherichia coli (strain K12) OX=83333 GN=yoaH PE=3 SV=1	yoaH	#VALEUR!	#VALEUR!		#VALEUR!
P0A9M5	Xanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=gpt PE=1 SV=1	gpt	0.865359477	-0.208628531	1	0
P0AD99	Branched-chain amino acid transport system 2 carrier protein OS=Escherichia coli (strain K12) OX=83333 GN=brnQ PE=1 SV=1	brnQ	#VALEUR!	#VALEUR!		#VALEUR!
P0AD07	Uncharacterized protein YecF OS=Escherichia coli (strain K12) OX=83333 GN=yecF PE=4 SV=1	yecF	0.865359477	-0.208628531	1	0
P21866	KDP operon transcriptional regulatory protein KdpE OS=Escherichia coli (strain K12) OX=83333 GN=kdpE PE=1 SV=3	kdpE	#VALEUR!	#VALEUR!		#VALEUR!
P0A9X9	Cold shock protein CspA OS=Escherichia coli (strain K12) OX=83333 GN=cspA PE=1 SV=2	"CFNIH1_RS05335; cspA; AL524_RS02095; BBB58_RS14965"	0.866013072	-0.207539293	1	0
P0ACA7	Glutathione S-transferase GstB OS=Escherichia coli (strain K12) OX=83333 GN=gstB PE=1 SV=1	gstB	0.866666667	-0.206450877	1	0
P61889	Malate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=mdh PE=1 SV=1	mdh	0.867973856	-0.204276506	0.806631612	0.093324762
P14176	Glycine betaine/proline betaine transport system permease protein ProW OS=Escherichia coli (strain K12) OX=83333 GN=proW PE=1 SV=1	proW	0.867973856	-0.204276506	1	0
P0ACE7	Purine nucleoside phosphoramidase OS=Escherichia coli (strain K12) OX=83333 GN=hinT PE=1 SV=1	hinT	0.868627451	-0.203190548	1	0
P0A6N4	Elongation factor P OS=Escherichia coli (strain K12) OX=83333 GN=efp PE=1 SV=2	efp	0.868627451	-0.203190548	0.021186709	1.673936494
P10121	Signal recognition particle receptor FtsY OS=Escherichia coli (strain K12) OX=83333 GN=ftsY PE=1 SV=1	ftsY	0.869281046	-0.202105407	0.026804764	1.571788011
P0AFR4	Uncharacterized protein YciO OS=Escherichia coli (strain K12) OX=83333 GN=yciO PE=1 SV=1	yciO	0.869281046	-0.202105407	0.410422939	0.386768375
P07109	Histidine transport ATP-binding protein HisP OS=Escherichia coli (strain K12) OX=83333 GN=hisP PE=1 SV=2	hisP	0.869934641	-0.201021082	0.42746357	0.369100892
P41036	Sialic acid transporter NanT OS=Escherichia coli (strain K12) OX=83333 GN=nanT PE=1 SV=2	nanT	0.870588235	-0.199937571		#VALEUR!
P0AAB8	Universal stress protein D OS=Escherichia coli (strain K12) OX=83333 GN=uspD PE=2 SV=1	uspD	0.87254902	-0.196691911	1	0
P0A720	Thymidylate kinase OS=Escherichia coli (strain K12) OX=83333 GN=tmk PE=1 SV=1	tmk	0.873856209	-0.194532187	0.03592849	1.444561032
Q47319	DTW domain-containing protein YfiP OS=Escherichia coli (strain K12) OX=83333 GN=yfiP PE=3 SV=2	yfiP	#VALEUR!	#VALEUR!		#VALEUR!
P0AE08	Alkyl hydroperoxide reductase C OS=Escherichia coli (strain K12) OX=83333 GN=ahpC PE=1 SV=2	ahpC	0.875816993	-0.191298652	0.528256127	0.277155457
P0AFY8	Negative modulator of initiation of replication OS=Escherichia coli (strain K12) OX=83333 GN=seqA PE=1 SV=1	seqA	0.876470588	-0.190222416	1	0
P0AFG0	Transcription termination/antitermination protein NusG OS=Escherichia coli (strain K12) OX=83333 GN=nusG PE=1 SV=2	nusG	0.877124183	-0.189146981	0.182539212	0.738643828
P0A9A9	Ferric uptake regulation protein OS=Escherichia coli (strain K12) OX=83333 GN=fur PE=1 SV=1	fur	0.877777778	-0.188072348	1	0
P0A6J1	Adenylyl-sulfate kinase OS=Escherichia coli (strain K12) OX=83333 GN=cysC PE=1 SV=2	cysC	#VALEUR!	#VALEUR!		#VALEUR!
P0A712	2-keto-3-deoxygluconate permease OS=Escherichia coli (strain K12) OX=83333 GN=kdgT PE=1 SV=1	kdgT	#VALEUR!	#VALEUR!		#VALEUR!
P0AFM9	Phage shock protein B OS=Escherichia coli (strain K12) OX=83333 GN=pspB PE=1 SV=1	pspB	0.877777778	-0.188072348	0.032725008	1.485120234
P0ABK5	Cysteine synthase A OS=Escherichia coli (strain K12) OX=83333 GN=cysK PE=1 SV=2	cysK	0.879084967	-0.18592548	0.011926108	1.923501261
P10908	Glycerophosphodiester phosphodiesterase. cytoplasmic OS=Escherichia coli (strain K12) OX=83333 GN=ugpQ PE=1 SV=1	ugpQ	0.879738562	-0.184853243	1	0
P0AGD3	Superoxide dismutase [Fe] OS=Escherichia coli (strain K12) OX=83333 GN=sodB PE=1 SV=2	sodB	0.880392157	-0.183781802	0.497712877	0.303021123
P37613	PanD regulatory factor OS=Escherichia coli (strain K12) OX=83333 GN=panZ PE=1 SV=1	"panM; yhhK"	0.881045752	-0.182711156	1	0
P0ABA0	ATP synthase subunit b OS=Escherichia coli (strain K12) OX=83333 GN=atpF PE=1 SV=1	atpF	0.881699346	-0.181641305	1	0
P38521	Uncharacterized protein YggL OS=Escherichia coli (strain K12) OX=83333 GN=yggL PE=4 SV=2	yggL	0.881699346	-0.181641305	1	0
P76537	Uncharacterized protein YfeY OS=Escherichia coli (strain K12) OX=83333 GN=yfeY PE=1 SV=1	yfeY	0.881699346	-0.181641305	1	0
P0A9Z1	Nitrogen regulatory protein P-II 1 OS=Escherichia coli (strain K12) OX=83333 GN=glnB PE=1 SV=1	"CFNIH1_RS23780; glnB"	0.881699346	-0.181641305	1	0
P0AFX4	Regulator of sigma D OS=Escherichia coli (strain K12) OX=83333 GN=rsd PE=1 SV=1	rsd	0.881699346	-0.181641305		#VALEUR!
P0AG51	50S ribosomal protein L30 OS=Escherichia coli (strain K12) OX=83333 GN=rpmD PE=1 SV=2	rpmD	0.883006536	-0.179503978	0.270171489	0.568360483
P69811	Multiphosphoryl transfer protein OS=Escherichia coli (strain K12) OX=83333 GN=fruB PE=1 SV=1	fruB	0.883660131	-0.178436501	1	0
P76445	Lipid A 1-diphosphate synthase OS=Escherichia coli (strain K12) OX=83333 GN=lpxT PE=1 SV=2	lpxT	0.883660131	-0.178436501	1	0
P0AEB7	RutC family protein YoaB OS=Escherichia coli (strain K12) OX=83333 GN=yoaB PE=3 SV=1	yoaB	0.884313725	-0.177369814	1	0
P0ADB1	Osmotically-inducible putative lipoprotein OsmE OS=Escherichia coli (strain K12) OX=83333 GN=osmE PE=2 SV=1	osmE	0.88496732	-0.176303914	1	0
P62723	UPF0324 inner membrane protein YeiH OS=Escherichia coli (strain K12) OX=83333 GN=yeiH PE=1 SV=1	yeiH	0.88496732	-0.176303914	0.15277176	0.815956917
P0AE91	Protein CreA OS=Escherichia coli (strain K12) OX=83333 GN=creA PE=3 SV=1	creA	#VALEUR!	#VALEUR!		#VALEUR!
Q2EET2	UPF0370 protein YpfN OS=Escherichia coli (strain K12) OX=83333 GN=ypfN PE=3 SV=1	ypfN	#VALEUR!	#VALEUR!		#VALEUR!
P69411	Outer membrane lipoprotein RcsF OS=Escherichia coli (strain K12) OX=83333 GN=rcsF PE=1 SV=1	rcsF	0.885620915	-0.175238801	1	0
P0AFI7	Pyridoxine/pyridoxamine 5'-phosphate oxidase OS=Escherichia coli (strain K12) OX=83333 GN=pdxH PE=1 SV=2	pdxH	0.885620915	-0.175238801	1	0
P0A7R1	50S ribosomal protein L9 OS=Escherichia coli (strain K12) OX=83333 GN=rplI PE=1 SV=1	rplI	0.889542484	-0.168864586	1	0
P0ADP0	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB OS=Escherichia coli (strain K12) OX=83333 GN=yigB PE=1 SV=1	yigB	0.889542484	-0.168864586	1	0
P0A8F0	Uracil phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=upp PE=1 SV=1	upp	0.892156863	-0.164630702	0.528256127	0.277155457
P11875	Arginine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=argS PE=1 SV=1	argS	0.892810458	-0.163574169	0.063902134	1.194484636
P0AAH8	Putrescine export system ATP-binding protein SapF OS=Escherichia coli (strain K12) OX=83333 GN=sapF PE=1 SV=1	sapF	0.892810458	-0.163574169	1	0
P42624	Pirin-like protein YhaK OS=Escherichia coli (strain K12) OX=83333 GN=yhaK PE=1 SV=1	yhaK	#VALEUR!	#VALEUR!		#VALEUR!
P22255	3'(2').5'-bisphosphate nucleotidase CysQ OS=Escherichia coli (strain K12) OX=83333 GN=cysQ PE=1 SV=2	cysQ	0.898039216	-0.155149649	1	0
P77544	Glutathione S-transferase YfcF OS=Escherichia coli (strain K12) OX=83333 GN=yfcF PE=1 SV=1	yfcF	#VALEUR!	#VALEUR!		#VALEUR!
P37387	D-xylose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=xylF PE=1 SV=1	xylF	#VALEUR!	#VALEUR!		#VALEUR!
P13016	1.6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD OS=Escherichia coli (strain K12) OX=83333 GN=ampD PE=2 SV=1	ampD	#VALEUR!	#VALEUR!		#VALEUR!
P07000	Lysophospholipase L2 OS=Escherichia coli (strain K12) OX=83333 GN=pldB PE=1 SV=4	pldB	#VALEUR!	#VALEUR!		#VALEUR!
P0AB18	Sulfurtransferase TusE OS=Escherichia coli (strain K12) OX=83333 GN=tusE PE=1 SV=1	tusE	0.899346405	-0.153051183	1	0
P0AGK1	4-hydroxybenzoate octaprenyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=ubiA PE=1 SV=1	ubiA	0.899346405	-0.153051183	0.09122511	1.039885606
P68567	Ribosomal RNA small subunit methyltransferase J OS=Escherichia coli (strain K12) OX=83333 GN=rsmJ PE=1 SV=1	"rsmJ; yhiQ"	0.9	-0.152003093		#VALEUR!
P0A8V6	Fatty acid metabolism regulator protein OS=Escherichia coli (strain K12) OX=83333 GN=fadR PE=1 SV=2	fadR	0.90130719	-0.149909196	0.000351053	3.45462743
P16701	Sulfate transport system permease protein CysT OS=Escherichia coli (strain K12) OX=83333 GN=cysU PE=3 SV=1	cysU	#VALEUR!	#VALEUR!		#VALEUR!
P0AEF4	Transcriptional regulatory protein DpiA OS=Escherichia coli (strain K12) OX=83333 GN=dpiA PE=1 SV=1	"dpiA; citB"	#VALEUR!	#VALEUR!		#VALEUR!
P25740	Lipopolysaccharide core biosynthesis protein RfaG OS=Escherichia coli (strain K12) OX=83333 GN=rfaG PE=1 SV=1	"rfaG; waaG"	#VALEUR!	#VALEUR!		#VALEUR!
P0ACM5	Uncharacterized HTH-type transcriptional regulator YegW OS=Escherichia coli (strain K12) OX=83333 GN=yegW PE=4 SV=1	yegW	0.90130719	-0.149909196		#VALEUR!
P0ADX7	Uncharacterized protein YhhA OS=Escherichia coli (strain K12) OX=83333 GN=yhhA PE=1 SV=1	yhhA	#VALEUR!	#VALEUR!		#VALEUR!
P0A7N4	50S ribosomal protein L32 OS=Escherichia coli (strain K12) OX=83333 GN=rpmF PE=1 SV=2	"rpmF; AL524_RS17055"	0.904575163	-0.14468771	1	0
P76115	Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) OX=83333 GN=yncD PE=3 SV=1	yncD	0.905228758	-0.143645677	0.783933754	0.105720635
P37665	Probable lipoprotein YiaD OS=Escherichia coli (strain K12) OX=83333 GN=yiaD PE=1 SV=2	yiaD	0.907189542	-0.140524085	1	0
P0AEC0	UPF0053 inner membrane protein YoaE OS=Escherichia coli (strain K12) OX=83333 GN=yoaE PE=1 SV=1	yoaE	0.907189542	-0.140524085	1	0
P0ABZ4	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC OS=Escherichia coli (strain K12) OX=83333 GN=kdsC PE=1 SV=1	kdsC	0.909150327	-0.137409233	1	0
P0AED0	Universal stress protein A OS=Escherichia coli (strain K12) OX=83333 GN=uspA PE=1 SV=2	"uspA; AL524_RS01825"	0.909803922	-0.136372442	1	0
P0AC59	Glutaredoxin 2 OS=Escherichia coli (strain K12) OX=83333 GN=grxB PE=1 SV=1	grxB	0.910457516	-0.135336395	0.049840638	1.302416407
P0A763	Nucleoside diphosphate kinase OS=Escherichia coli (strain K12) OX=83333 GN=ndk PE=1 SV=2	ndk	0.912418301	-0.132232711	0.587484535	0.231003561
P75746	UPF0271 protein YbgL OS=Escherichia coli (strain K12) OX=83333 GN=ybgL PE=1 SV=1	ybgL	#VALEUR!	#VALEUR!		#VALEUR!
P30130	Outer membrane usher protein FimD OS=Escherichia coli (strain K12) OX=83333 GN=fimD PE=1 SV=2	fimD	0.912418301	-0.132232711	1	0
P0A729	Maf-like protein YceF OS=Escherichia coli (strain K12) OX=83333 GN=yceF PE=1 SV=1	yceF	0.913071895	-0.131199632	1	0
P0AD70	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH OS=Escherichia coli (strain K12) OX=83333 GN=ampH PE=1 SV=1	ampH	#VALEUR!	#VALEUR!		#VALEUR!
P31680	Co-chaperone protein DjlA OS=Escherichia coli (strain K12) OX=83333 GN=djlA PE=1 SV=1	djlA	0.91372549	-0.130167292	1	0
P0A8Y3	Alpha-D-glucose 1-phosphate phosphatase YihX OS=Escherichia coli (strain K12) OX=83333 GN=yihX PE=1 SV=1	yihX	0.91503268	-0.128104826	0.031645053	1.499694174
P0AGA6	Transcriptional regulatory protein UhpA OS=Escherichia coli (strain K12) OX=83333 GN=uhpA PE=1 SV=1	uhpA	#VALEUR!	#VALEUR!		#VALEUR!
P0AGJ7	tRNA (cytidine(34)-2'-O)-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=trmL PE=1 SV=1	trmL	0.915686275	-0.127074697		#VALEUR!
P27896	Nitrate/nitrite sensor protein NarQ OS=Escherichia coli (strain K12) OX=83333 GN=narQ PE=1 SV=1	narQ	#VALEUR!	#VALEUR!		#VALEUR!
P32684	23S rRNA pseudouridine(2604) synthase OS=Escherichia coli (strain K12) OX=83333 GN=rluF PE=1 SV=1	rluF	#VALEUR!	#VALEUR!		#VALEUR!
P37661	Kdo(2)-lipid A phosphoethanolamine 7''-transferase OS=Escherichia coli (strain K12) OX=83333 GN=eptB PE=1 SV=3	eptB	#VALEUR!	#VALEUR!		#VALEUR!
P0A898	Endoribonuclease YbeY OS=Escherichia coli (strain K12) OX=83333 GN=ybeY PE=1 SV=1	ybeY	0.916339869	-0.126045304		#VALEUR!
P0ACV0	Lipid A biosynthesis lauroyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=lpxL PE=1 SV=1	"lpxL; waaM"	#VALEUR!	#VALEUR!		#VALEUR!
P76097	Uncharacterized protein YdcJ OS=Escherichia coli (strain K12) OX=83333 GN=ydcJ PE=4 SV=1	ydcJ	#VALEUR!	#VALEUR!		#VALEUR!
P24207	Phenylalanine-specific permease OS=Escherichia coli (strain K12) OX=83333 GN=pheP PE=1 SV=1	pheP	#VALEUR!	#VALEUR!		#VALEUR!
P0A8K5	UPF0253 protein YaeP OS=Escherichia coli (strain K12) OX=83333 GN=yaeP PE=3 SV=1	yaeP	0.916993464	-0.125016644	1	0
P0AAA1	Inner membrane protein YagU OS=Escherichia coli (strain K12) OX=83333 GN=yagU PE=1 SV=1	yagU	0.917647059	-0.123988717	0.684706628	0.164495468
P0AAV4	Uncharacterized protein YbgJ OS=Escherichia coli (strain K12) OX=83333 GN=ybgJ PE=1 SV=1	ybgJ	0.920261438	-0.119884319	1	0
P69490	Cytochrome c-type biogenesis protein CcmE OS=Escherichia coli (strain K12) OX=83333 GN=ccmE PE=1 SV=1	ccmE	0.920261438	-0.119884319	1	0
P0AFC3	NADH-quinone oxidoreductase subunit A OS=Escherichia coli (strain K12) OX=83333 GN=nuoA PE=3 SV=1	nuoA	0.926797386	-0.10967412	0.155124677	0.809319111
P0A912	Peptidoglycan-associated lipoprotein OS=Escherichia coli (strain K12) OX=83333 GN=pal PE=1 SV=1	pal	0.92745098	-0.108657064	0.6562636	0.182921683
P27248	Aminomethyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=gcvT PE=1 SV=3	gcvT	0.92875817	-0.106625098	0.995862411	0.00180066
P0A9Q1	Aerobic respiration control protein ArcA OS=Escherichia coli (strain K12) OX=83333 GN=arcA PE=1 SV=1	arcA	0.931372549	-0.102569734	0.000135944	3.866640212
P77454	Glutaminase 1 OS=Escherichia coli (strain K12) OX=83333 GN=glsA1 PE=1 SV=1	"glsA; ybaS"	#VALEUR!	#VALEUR!		#VALEUR!
P36562	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=cobT PE=3 SV=3	cobT	0.933986928	-0.098525736		#VALEUR!
P0AB65	Acylphosphatase OS=Escherichia coli (strain K12) OX=83333 GN=yccX PE=1 SV=1	yccX	#VALEUR!	#VALEUR!		#VALEUR!
P39831	NADP-dependent 3-hydroxy acid dehydrogenase YdfG OS=Escherichia coli (strain K12) OX=83333 GN=ydfG PE=1 SV=2	ydfG	0.937908497	-0.092480916	1	0
P0ACM2	HTH-type transcriptional repressor RspR OS=Escherichia coli (strain K12) OX=83333 GN=rspR PE=1 SV=1	"ydfH; rspR"	#VALEUR!	#VALEUR!		#VALEUR!
P0AG78	Sulfate-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=sbp PE=1 SV=1	sbp	0.939869281	-0.089467977	1	0
P0A9H1	G/U mismatch-specific DNA glycosylase OS=Escherichia coli (strain K12) OX=83333 GN=mug PE=1 SV=1	mug	0.94248366	-0.085460488	1	0
P60955	Prolipoprotein diacylglyceryl transferase OS=Escherichia coli (strain K12) OX=83333 GN=lgt PE=1 SV=1	lgt	0.94379085	-0.083460911	1	0
P32177	Sulfur carrier protein FdhD OS=Escherichia coli (strain K12) OX=83333 GN=fdhD PE=1 SV=1	fdhD	#VALEUR!	#VALEUR!		#VALEUR!
P23200	Galactoside transport system permease protein MglC OS=Escherichia coli (strain K12) OX=83333 GN=mglC PE=1 SV=1	mglC	#VALEUR!	#VALEUR!		#VALEUR!
P77335	Hemolysin E. chromosomal OS=Escherichia coli (strain K12) OX=83333 GN=hlyE PE=1 SV=4	hlyE	#VALEUR!	#VALEUR!		#VALEUR!
P0AB52	Protein YchN OS=Escherichia coli (strain K12) OX=83333 GN=ychN PE=1 SV=1	ychN	0.949673203	-0.07449695	1	0
P0AE76	Bifunctional adenosylcobalamin biosynthesis protein CobU OS=Escherichia coli (strain K12) OX=83333 GN=cobU PE=2 SV=1	cobU	#VALEUR!	#VALEUR!		#VALEUR!
P0CF92	Putative transposase InsL for insertion sequence element IS186B OS=Escherichia coli (strain K12) OX=83333 GN=insL2 PE=3 SV=1	"insL; insL1"	#VALEUR!	#VALEUR!		#VALEUR!
P0AB28	Large ribosomal RNA subunit accumulation protein YceD OS=Escherichia coli (strain K12) OX=83333 GN=yceD PE=2 SV=1	yceD	0.952287582	-0.070530776	1	0
P0AA86	Thiol:disulfide interchange protein DsbE OS=Escherichia coli (strain K12) OX=83333 GN=dsbE PE=1 SV=1	"ccmG; dsbE"	#VALEUR!	#VALEUR!		#VALEUR!
P03030	Transcriptional activator protein LysR OS=Escherichia coli (strain K12) OX=83333 GN=lysR PE=4 SV=1	lysR	#VALEUR!	#VALEUR!		#VALEUR!
P77338	Mechanosensitive channel MscK OS=Escherichia coli (strain K12) OX=83333 GN=mscK PE=1 SV=1	"kefA; mscK"	0.955555556	-0.065588342	0.449173374	0.347585996
P0AFJ5	Phosphate regulon transcriptional regulatory protein PhoB OS=Escherichia coli (strain K12) OX=83333 GN=phoB PE=1 SV=1	phoB	0.958169935	-0.061646549	1	0
P09833	Molybdenum import ATP-binding protein ModC OS=Escherichia coli (strain K12) OX=83333 GN=modC PE=3 SV=4	modC	0.958823529	-0.060662782	1	0
P0AEK2	3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Escherichia coli (strain K12) OX=83333 GN=fabG PE=1 SV=1	fabG	0.964705882	-0.051838932	0.042608887	1.37049981
P33030	Zinc-binding GTPase YeiR OS=Escherichia coli (strain K12) OX=83333 GN=yeiR PE=1 SV=2	yeiR	0.966013072	-0.049885383	1	0
P23173	Low affinity tryptophan permease OS=Escherichia coli (strain K12) OX=83333 GN=tnaB PE=1 SV=1	tnaB	0.973856209	-0.038219322	1	0
P60390	Ribosomal RNA small subunit methyltransferase H OS=Escherichia coli (strain K12) OX=83333 GN=rsmH PE=1 SV=1	rsmH	0.975816993	-0.035317487	1	0
P0AB98	ATP synthase subunit a OS=Escherichia coli (strain K12) OX=83333 GN=atpB PE=1 SV=1	atpB	0.975816993	-0.035317487	1	0
P0A7M6	50S ribosomal protein L29 OS=Escherichia coli (strain K12) OX=83333 GN=rpmC PE=1 SV=1	rpmC	0.977124183	-0.033386168	0.004657237	2.331871646
P0A921	Phospholipase A1 OS=Escherichia coli (strain K12) OX=83333 GN=pldA PE=1 SV=1	pldA	0.979084967	-0.030494029	0.45106049	0.345765213
P0A7M9	50S ribosomal protein L31 OS=Escherichia coli (strain K12) OX=83333 GN=rpmE PE=1 SV=1	rpmE	0.982352941	-0.025686644	1	0
P0AD14	Sensor histidine kinase BtsS OS=Escherichia coli (strain K12) OX=83333 GN=btsS PE=1 SV=1	yehU	#VALEUR!	#VALEUR!		#VALEUR!
P0A7T3	30S ribosomal protein S16 OS=Escherichia coli (strain K12) OX=83333 GN=rpsP PE=1 SV=1	rpsP	0.985620915	-0.020895224	1	0
P02358	30S ribosomal protein S6 OS=Escherichia coli (strain K12) OX=83333 GN=rpsF PE=1 SV=1	rpsF	0.990849673	-0.013261899	6.27636E-05	4.202291918
P39410	Toxin YjjJ OS=Escherichia coli (strain K12) OX=83333 GN=yjjJ PE=1 SV=1	yjjJ	#VALEUR!	#VALEUR!		#VALEUR!
P0AC69	Glutaredoxin 4 OS=Escherichia coli (strain K12) OX=83333 GN=grxD PE=1 SV=1	grxD	0.991503268	-0.012310567	1	0
P75818	Uncharacterized lipoprotein YbjP OS=Escherichia coli (strain K12) OX=83333 GN=ybjP PE=1 SV=1	ybjP	0.995424837	-0.006615711	1	0
P36553	Oxygen-dependent coproporphyrinogen-III oxidase OS=Escherichia coli (strain K12) OX=83333 GN=hemF PE=1 SV=1	hemF	#VALEUR!	#VALEUR!		#VALEUR!
